"愛";"ai ; mana";"Cinta; kasih sayang; perawatan, keterikatan; keinginan, agape, Irlandia ; kesayangan; Sayang"
"ひ";"hi";"putri; istri ; satu satu ; api ; hari, matahari; cahaya matahari; sinar matahari, (hari); siang hari, tanggal; batas waktu, (yang lalu) hari; waktu (misalnya masa kecil seseorang), kasus (khususnya malang); peristiwa ; TIDAK ; perbandingan; proporsi, cocok; sama, perbandingan eksplisit (gaya Shi Jing), Filipina, dibandingkan dengan... ; biaya; pengeluaran ; kesalahan, berjalan buruk; tidak menguntungkan; menjadi tidak menguntungkan, tidak-; non-; sebuah- ; lampu ; tugu batu bertuliskan prasasti (khususnya peringatan generasi mendatang); prasasti ; benteng ; beruang coklat (Ursus arctos) ; menunjukkan sasaran suatu kegiatan; -ee (misalnya karyawan, peserta ujian, wali) ; pesawat ulang-alik (dari alat tenun) ; karuna (kasih sayang) ; budak perempuan, pelayan perempuan; pembantu ; limpa ; memotong kaki di bagian lutut (bentuk hukuman di Tiongkok kuno) ; rahasia; Misteri ; berkomentar, mengkritik; grosir ; memakai; membelah; retakan ; rendah hati, rendah, inferior; membenci ; merasa lelah, kelelahan; lemah ; berhenti, selesaikan; menyerah ; menghindari; mengesampingkan; melarikan diri; bersembunyi ; rendahan, hina, keji, vulgar ; misterius, rahasia, muskil ; batu nisan, monumen ; besar, agung, mulia, terhormat ; penyangkalan, orang jahat ; membandingkan, mencocokkan, menyamakan ; ibu ; babon ; memberi ; lumpuh, mati rasa ; burung pekakak ; kurus, rendah diri ; kumbang, kecoa ; membantu ; menjelaskan ; binatang heraldik pemberani ; kekuatan ; hujan atau salju yang turun ; kirmizi; merah ; lewat; selokan; pipa air; saluran; chute, coulisse (dari bilah pedang) ; es, hujan es ; cemara hinoki (Chamaecyparis obtusa); cemara Jepang ; hebat (yaitu cicit, nenek buyut)"
"否";"hi ; iie ; iiya ; ina";"TIDAK ; TIDAK, baiklah; eh; kenapa, sama-sama; sama sekali tidak; jangan sebutkan itu"
"ひかく";"hikaku";"perbandingan ; kulit; bersembunyi ; non-nuklir; anti-nuklir ; putamen (bagian otak), frustule; dinding sel diatom yang tersilisifikasi"
"ひがい";"higai";"(menderita) kerusakan; cedera; menyakiti ; tegmentum ; Sarcocheillichthys variegatus (spesies ikan kecil)"
"ひく";"hiku";"untuk menarik; memimpin (misalnya seekor kuda), menarik (perhatian, simpati, dll.); untuk menarik (misalnya minat), menarik kembali (misalnya tangan seseorang); untuk menarik (dagu, perut, dll.); menarik, menggambar (kartu, ubin mahjong, dll.), menggambar (garis, rencana, dll.), menangkap (flu), memainkan (alat musik gesek atau keyboard), mencari ( dalam kamus, buku telepon, dll.); untuk berkonsultasi; untuk memeriksa, untuk mengangkut; untuk menarik (kendaraan), untuk mengurangi, surut; memudar, berasal dari; mewarisi (suatu karakteristik), mengutip; untuk menaikkan (sebagai bukti), untuk meletakkan (listrik, gas, dll.); untuk menginstal (misalnya telepon); untuk menyediakan (misalnya air), untuk memegang (misalnya catatan), untuk mengaplikasikan (misalnya lipstik); untuk minyak (misalnya wajan); untuk melakukan waxing (misalnya lantai), untuk bergerak mundur; untuk mundur; untuk surut, untuk mengurangi; mereda; surut; untuk turun (misalnya bengkak), mengundurkan diri; untuk pensiun; berhenti ; untuk bermain (instrumen senar atau keyboard) ; untuk menabrak (dengan kendaraan); untuk merobohkan ; untuk menarik (perhatian, simpati, dll.); untuk menarik (misalnya minat) ; untuk melihat, untuk menggiling (misalnya biji kopi); ke penggilingan"
"ひげき";"higeki";"tragedi; drama tragis, tragedi; bencana"
"飛行";"hikou ; higyou";"penerbangan; terbang, terbang; untuk mengambil penerbangan ; terbang tanpa hambatan"
"ひざ";"hiza";"lutut, pangkuan; lutut dan paha (sambil duduk)"
"非常";"hijou";"darurat, luar biasa; tidak biasa"
"ひたい";"hitai";"dahi; alis"
"必死";"hisshi";"panik; fanatik; putus asa, kematian yang tak terhindarkan, brinkmate (sekakmat yang tak terhindarkan)"
"ひっぱる";"hipparu";"untuk menarik; menggambar; untuk menarik erat, ke senar (garis); untuk menjalankan (kabel); meregangkan, menarik ke arah diri sendiri (misalnya lengan baju seseorang), menyeret; untuk mengangkut; untuk menarik, memimpin (misalnya pengikut seseorang), membawa seseorang ke suatu tempat (misalnya tersangka ke polisi), untuk digoda agar bergabung; untuk sangat mengundang untuk bergabung, untuk menunda; untuk memperpanjang, memperpanjang pengucapan (sebuah kata), mengutip; untuk referensi, menarik bola, untuk dipakai; untuk memakai"
"日付";"hiduke";"tanggal; penanggalan"
"否定";"hitei";"penyangkalan; penolakan, negasi (logika), BUKAN operasi"
"人込み";"hitogomi";"kerumunan orang"
"等しい";"hitoshii";"setara; identik; sama, tidak berbeda (ke); seperti; setara"
"ひとり";"hitori";"satu orang, sendirian; menyendiri, menjadi lajang; belum menikah, oleh diri sendiri; sendirian, hanya; secara sederhana ; pembakar dupa, alat untuk membawa arang hidup ; penggerek nyamuk"
"一人一人";"hitoribitori ; hitorihitori";"setiap orang; secara individu; satu per satu; pada gilirannya"
"ひはん";"hihan";"kritik; pertimbangan; komentar ; kegemukan"
"ひひょう";"hihyou";"kritik; tinjauan; komentar"
"ひみつ";"himitsu";"rahasia; kerahasiaan; privasi, misteri, rahasia (misalnya kesuksesan), ajaran esoteris"
"ひも";"himo";"rangkaian; laki-laki tali pusat yang secara finansial bergantung pada perempuan; gigolo; germo, pembatasan; kondisi, mantel (kerang, dll), usus halus (sapi, babi); daging saluran telur (ayam)"
"ひょうか";"hyouka";"penilaian; evaluasi; perkiraan; peringkat; menilai, penghargaan; pengakuan; memberi peringkat tinggi; memuji ; es krim; es rasa; serbat ; apel (buah), pohon apel (Malus pumila)"
"表現";"hyougen";"ekspresi; presentasi, representasi; notasi"
"表情";"hyoujou";"raut wajah; wajah, lihat; penampilan; ekspresi (vokal, dll.)"
"ひょうばん";"hyouban";"popularitas; reputasi, rumor (rumor); bicara ; gumpalan es yg terapung; gumpalan es yang terapung"
"表面";"hyoumen";"permukaan, luar; penampilan luar, ; kedangkalan"
"費用";"hiyou";"biaya; pengeluaran"
"広がる";"hirogaru";"untuk menyebar (keluar); untuk memperpanjang; untuk meregangkan; untuk mencapai; untuk berkeliling; untuk diisi (misalnya spasi)"
"品";"hin ; shina ; hon";"keanggunan; berkah; perbaikan; kelas; martabat, artikel; item, counter untuk item (makanan, dll.); konter untuk hidangan atau hidangan (di restoran) ; artikel; barang; benda; barang-barang; stok, kualitas, genit; sifat genit ; tingkat pangkat, pengadilan; kelas, bab; bagian; volume"
"美人";"bijin";"wanita cantik; kecantikan"
"びっくり";"bikkuri";"terkejut; menjadi kagum; menjadi takut; menjadi heran; untuk melompat, kejutan (misalnya pesta kejutan)"
"びみょう";"bimyou";"tak kentara; halus; baik, sulit; kompleks; halus (situasi, posisi, dll.); tutup (misalnya keputusan), meragukan; dipertanyakan; tidak pasti, tidak bagus; rapuh ; anggun; sangat indah"
"びょう";"byou";"detik (satuan waktu), detik busur ; memusatkan; memakukan; paku payung; pin gambar; paku sepatu ; Miao (orang); Hmong ; mausoleum, kuil, istana (kekaisaran). ; penyakit; -pati ; kecil; menit; tidak berarti, mata juling; juling; strabismus ; tak terbatas; luas ; menyalin, menjiplak, membuat sketsa; menggambarkan"
"平等";"byoudou";"persamaan; ketidakberpihakan; keserasian"
"便";"bin ; yosuga ; yosuka ; ben";"penerbangan (misalnya penerbangan maskapai penerbangan); perjalanan (misalnya perjalanan kereta api); layanan, surat; pos, kesempatan; peluang ; sesuatu untuk diandalkan; bantuan; petunjuk; jalan; berarti, seseorang yang dapat diandalkan; relatif, pengingat; kenang-kenangan ; kenyamanan; melayani; fasilitas; akomodasi, kotoran (khususnya feses); kotoran; bangku"
"びん";"bin";"botol; stoples; guci anggur; botol kecil ; penerbangan (misalnya penerbangan maskapai penerbangan); perjalanan (misalnya perjalanan kereta api); layanan, surat; pos, kesempatan; peluang ; sidelock; rambut di pelipis ; cepat; gesit; lincah; tajam; cerdas; cerdik ; tali ramping yang melewati lubang di koin, untaian koin (biasanya 100 mon) ; kepintaran, tangkas, waspada"
"ぴったり";"pittari";"rapat; dekat, tepat; tepatnya, tiba-tiba (berhenti), sempurna (cocok); idealnya"
"不";"fu ; bu";"tidak-; non-; awalan negatif ; tidak-, buruk...; miskin..."
"不安";"fuan";"kecemasan; rasa gelisah; khawatir; penangkapan; takut; ketidakamanan; ketegangan"
"風景";"fuukei";"pemandangan; lanskap; melihat, adegan (misalnya kejahatan)"
"夫婦";"fuufu ; meoto ; myouto";"pasangan yang sudah menikah; suami dan istri; laki-laki dan istri, miliknya dan miliknya; sepasang benda, satu lebih besar (untuk pria), satu lebih kecil (untuk wanita)"
"ふえ";"fue";"seruling; pipa; perekam; bendera kecil; shakuhachi; klarinet, peluit ; kantung renang; kantung udara ; batang tenggorok ; hal tdk dpt dihancurkan ; derak angin"
"ふか";"fuka";"salah; buruk; tidak pantas; tidak bisa dibenarkan; tidak disarankan, tidak diperbolehkan; tidak mungkin, gagal nilai ; tambahan; aneksasi ; beban; beban (misalnya waktu CPU, listrik, dll.) ; keluarga kaya ; truk biasa; truk ukuran sedang ; retribusi; pengenaan ; inkubasi; menetas ; hiu (besar). ; pertunjukan kosong; kelakuan sembrono; kesembronoan ; distrik pinggiran kota (dari kota metropolitan); dalam prefektur perkotaan"
"ふくそう";"fukusou";"pakaian ; tampak bahagia ; fase diploid ; sublapisan ; berlapis-lapis; bertingkat ; menguburkan barang-barang pribadi orang yang meninggal bersama jenazahnya ; melapor kepada takhta ; kemacetan (misalnya lalu lintas); kepadatan berlebih, konvergensi (khususnya optik)"
"ふくむ";"fukumu";"untuk menampung; untuk terdiri; memiliki; untuk memegang; untuk memasukkan; memeluk, memegang di mulut, mengingat; untuk mengerti; untuk menyimpan (dendam, dll.); untuk pelabuhan, untuk mengekspresikan (emosi, dll.); untuk menyiratkan ; tugas; pelayanan publik"
"ふくろ";"fukuro";"tas; memecat; kantong, kulit jeruk (dan buah-buahan lain yang sejenis), jalan buntu, sebidang tanah yang dikelilingi air ; tas, dompet, karung, dimasukkan ke dalam tas ; jalur kembali (sinyal, komunikasi); perjalanan kembali ; burung hantu (khususnya burung hantu Ural, Strix uralensis)"
"不幸";"fukou";"ketidakbahagiaan; duka; kemalangan; bencana; kecelakaan, kematian (biasanya seorang kerabat); kehilangan"
"ふし";"fushi";"persendian; buku jari, tune; melodi, simpul (dari kayu); simpul pada bagian batang bambu, ; karakteristik penting ; ayah dan anak; ayah dan anak perempuan ; simpul, musim, periode, kesempatan, ayat, bait, menghormati, bersama, buku, tombol, lagu, melodi ; keabadian; kehidupan kekal, kematian; mayat hidup ; kacang sumac empedu"
"不思議";"fushigi";"luar biasa; menakjubkan; aneh; penasaran; ajaib; misterius, anehnya; cukup aneh; untuk beberapa alasan; dengan rasa ingin tahu"
"不自由";"fujiyuu";"tidak nyaman; ketidaknyamanan, kemiskinan; ingin, ketidakmampuan; disabilitas; gangguan (fisik, mental, dll); ketidaklancaran (dalam suatu bahasa)"
"夫人";"fujin ; bunin ; hashikashi";"istri; Nyonya, istri seorang bangsawan (bangsawan, dll.), permaisuri kaisar"
"婦人";"fujin";"wanita; wanita dewasa"
"不正";"fusei";"ketidakadilan; pelanggaran; kejahatan; ketidakpantasan; ketidakteraturan; ketidakjujuran; ketidaksahan; tipuan"
"ふせぐ";"fusegu";"untuk bertahan melawan; untuk melindungi dari, untuk mencegah; untuk menghindari; menghindari"
"不足";"fusoku";"ketidakcukupan; kekurangan; kelangkaan; defisit, ketidakpuasan; keluhan"
"ふたご";"futago";"saudara kembar"
"ふたたび";"futatabi";"lagi; sekali lagi; untuk kedua kalinya"
"ふだん";"fudan";"konstan; gigih; tak henti-hentinya; tanpa henti, keragu-raguan, biasa; normal; setiap hari ; biasa; normal; setiap hari, biasanya; umumnya; selalu"
"ふち";"fuchi";"pelek; meluap; tepian; jurang ; kolam dalam; air dalam; jurang, kedalaman (misalnya keputusasaan, dll.); cengkeraman (misalnya kematian) ; nilai negatif ; lampiran (organisasi); pembentukan ; hem, margin; alasan, sebab; karma, takdir ; tidak diketahui; tidak mengetahui, ketidaktahuan; kebodohan ; jatah; gaji; uang saku ; bintik-bintik ; ketidakhancuran ; pengaturan; pengelompokan"
"ふで";"fude";"kuas tulis; kuas; pena, menulis dengan kuas; menggambar dengan kuas; keahlian menulis indah; sesuatu yang digambar dengan kuas, tulisan (menyusun teks); kata-kata tertulis, (tanah) lot; merencanakan ; surat, kuas tulis ; sikat, akhirnya, mandiri, berhubungan, ikuti, di sini, cepat, menulis sikat radikal (no. 129)"
"ふと";"futo";"Tiba-tiba; sambil lalu; secara tidak sengaja; secara kebetulan ; Buddha, stupa, Kuil Buddha, Biksu Buddha ; gemuk; berlemak, agung; bagus sekali"
"船";"fune";"mengirimkan; kapal; perahu; pesawat amfibi, tangki; bak mandi; tong; palung, penghitung untuk wadah berbentuk perahu (misalnya sashimi)"
"不平";"fuhei";"ketidakpuasan; keluhan"
"不満";"fuman";"ketidakpuasan; ketidaksenangan; keluhan; ketidakbahagiaan"
"文";"fumi ; bun ; mon ; aya";"surat; tulisan ; kalimat, komposisi; teks; tulisan, seni sastra (sebagai lawan dari seni militer); akademisi; literatur, pernyataan ; lambang (keluarga); lambang, pola; angka ; angka; desain, tenunan kepar; pola garis diagonal, gaya (tulisan); kiasan (ucapan), desain; merencanakan; rencana, fluktuasi pasar kecil; koreksi teknis, buaian kucing, batang sewa (dalam alat tenun) ; senin; seperseribu kan (satuan mata uang 1336-1870), mon; unit tradisional yang digunakan untuk ukuran sepatu dan kaus kaki (kira-kira 2,4 cm), huruf; karakter; kalimat, kitab suci; mantera"
"不利";"furi";"kerugian; rintangan; posisi yang tidak menguntungkan"
"ふる";"furu";"jatuh (hujan, salju, abu, dll.); turun, membentuk (embun beku), menyiarkan (sinar matahari atau cahaya bulan); untuk menuangkan, mengunjungi (keberuntungan, kemalangan, dll.); datang; untuk tiba ; melambai; untuk mengguncang; untuk berayun, untuk memercikkan; melempar (dadu), melemparkan (aktor); untuk mengalokasikan (pekerjaan), untuk menolak (seseorang); menolak; untuk menolak; untuk membuang, meninggalkan; menyerah; merusak, menambahkan kana yang menunjukkan pembacaan sebuah kata, untuk sedikit mengubah judul; untuk mengubah arah, untuk mengekstraksi dengan cara dipanggang; untuk menyiapkan infus; untuk merebus, untuk dibawa dengan penuh semangat (misalnya kuil portabel), untuk mengangkat suatu topik; untuk mengarah ke topik, untuk menggantikan, membuat lelucon untuk orang lain ; pegangan kapak ; menjadi tua ; barang bekas, lama; digunakan; sebelumnya"
"ふるえる";"furueru";"menggigil; untuk mengguncang; untuk gempa; gemetar"
"ふれる";"fureru";"menyentuh; merasakan, menyentuh (dengan), mengalami; untuk melakukan kontak dengan; untuk merasakan, menyentuh (suatu subjek); untuk menyinggung; untuk merujuk; menyebutkan; untuk membesarkan, berkonflik dengan; melanggar (hukum, hak cipta, dll.); untuk melanggar, untuk menyatakan; untuk memberitahukan; untuk menyebarkan (misalnya rumor) ; menjadi gila ; untuk berayun; untuk mengguncang; melambai, membelok; untuk membelokkan; untuk bersandar ke arah"
"ふろ";"furo";"mandi; bak mandi; kamar mandi, pemandian; pemandian umum, ruang untuk mengeringkan barang-barang pernis, alas (sambungan kayu yang menghubungkan bilah cangkul, sekop, dll., ke gagangnya) ; kompor portabel yang digunakan untuk upacara minum teh selama musim panas"
"分";"fun ; bun";"menit (satuan waktu), menyenangkan (sepersepuluh monme, 5.787 butir) ; bagian; berbagi, jumlah; bernilai (seperti dalam "nilai dua hari"); cukup (untuk), kemampuan seseorang; tempat seseorang; banyak; kedudukan sosial, kewajiban seseorang; kondisi bagian seseorang; keadaan); cakupan; tarif (seperti dalam "pada tarif ini"), sebanding dengan; sama seperti; pada tingkat, konten yang sama (misalnya alkohol); persentase, setara dengan (misalnya kakak laki-laki) ; sepersepuluh; satu persen (sepersepuluh wari); 3 mm (sepersepuluh matahari); 2,4 mm (sepersepuluh mon, satuan tradisional yang digunakan untuk mengukur ukuran sepatu); 0,1 derajat (sepersepuluh do, digunakan untuk mengukur suhu tubuh pada skala suhu apa pun), seperempat ryō (satuan mata uang usang), ketebalan, keadaan menguntungkan, sepersepuluh monme perak"
"ふんいき";"fun'iki";"suasana; suasana hati; aura; merasakan, udara tertentu; kehadiran; aura khusus; sesuatu (tentang seseorang), atmosfer (Bumi)."
"ぶ";"bu";"departemen (dalam suatu organisasi); divisi; biro, klub, bagian; komponen; elemen, kategori, penghitung untuk salinan surat kabar atau majalah ; seni perang; seni bela diri; seni militer, kekuatan militer; pedang, keberanian, perwira militer; orang militer ; bu; satuan luas tradisional, kira-kira. komisi 3,31 meter persegi, ; persentase, tepatnya; dengan tepat ; tidak-, buruk...; miskin... ; mencemooh, meremehkan, menghina ; (sesuatu) dibenci; (sesuatu) diremehkan ; sepersepuluh; satu persen (sepersepuluh wari); 3 mm (sepersepuluh matahari); 2,4 mm (sepersepuluh mon, satuan tradisional yang digunakan untuk mengukur ukuran sepatu); 0,1 derajat (sepersepuluh do, digunakan untuk mengukur suhu tubuh pada skala suhu apa pun), seperempat ryō (satuan mata uang usang), ketebalan, keadaan menguntungkan, sepersepuluh monme perak"
"ぶき";"buki";"senjata; lengan; persenjataan, senjata (sesuatu yang digunakan untuk mendapatkan keuntungan); aset ; atap; beratap dengan; jerami; jerami dengan; sirap; sirap dengan ; pembersih; penghapus; kain, pembersih; menyeka; pemolesan ; penari wanita; teledek; danseuse"
"ぶじ";"buji";"keamanan; perdamaian; tenang, aman; tanpa insiden; berhasil, kesehatan yang baik, tidak bertindak; perasaan bosan ; urusan militer; seni bela diri ; ucapan atau tulisan kasar; referensi rendah hati pada kata-kata sendiri"
"舞台";"butai";"panggung (teater, teater), adegan atau latar (misalnya novel, drama, dll.)"
"ぶっか";"bukka";"harga komoditas; harga (secara umum); biaya hidup ; bunga atau rangkaian bunga untuk butsudan (altar Buddha rumah tangga) ; berubah; menjadi, kematian ; Kebuddhaan; Nirwana"
"物質";"busshitsu";"bahan; substansi, materi"
"物理";"butsuri";"hukum alam; hukum fisika, fisika"
"部分";"bubun";"bagian"
"ぶんせき";"bunseki";"analisis ; pembuatan daftar keluarga (terpisah dari orang tuanya) ; tanggung jawab untuk menyusun kata-kata dalam sebuah artikel"
"文明";"bunmei";"peradaban; budaya, era Bunmei (1469.4.28-1487.7.20)"
"分野";"bun'ya";"bidang; bola; dunia; divisi; cabang"
"へい";"hei";"prajurit (umum); pangkat dan arsip, tentara; pasukan, perang; strategi ; dinding, pagar ; kebiasaan buruk; menyakiti, saya; kita ; staf dengan pita kertas anyaman ; tahun ke-n di era Heisei (1989.1.8-2019.4.30) ; terang; bersinar; jernih; jelas ; toples atau vas dengan leher panjang dan sempit ; tutup; menghalangi ; langkah menuju takhta; takhta ; menggabungkan, melampirkan ; orang yang menyenangkan ; mengumpulkan ; menjadi usang, bobrok, dikalahkan ; membunuh, mati dengan kekerasan ; memelototi ; mengundang ; peringkat ketiga; kelas ke tiga; orang ketiga (dalam kontrak, dll.), tanda ketiga kalender Cina"
"へいきん";"heikin";"rata-rata; berarti, keseimbangan ; ruang isolasi"
"平和";"heiwa ; pinfu ; pinhoo";"perdamaian; harmoni ; tangan pemenang tersembunyi yang terdiri dari makanan, pasangan yang bukan pasangan nilai, dan menunggu terbuka"
